Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,MS2,Group Area: brain_163_pos,Group Area: brain_68_pos,Group Area: brain_6_pos,Group Area: brain_53_pos,Group Area: brain_187_pos,Group Area: brain_60_pos,Group Area: brain_21_pos,Group Area: brain_5_pos,Group Area: CONTROL_2_pos,Group Area: GT17_cc_1_pos,Group Area: GT17_c3_1_pos,Group Area: GT17_cc6_pos,Group Area: GT17_c3_5_pos,Group Area: GT17_cc5_pos,Group Area: GT17_c3_6_pos,Group Area: GT17_cc4_pos,Group Area: GT17_c3_3_pos,Group Area: GT17_cc3_pos,Group Area: GT17_c3_2_pos,Group Area: GT17_cc2_pos,Group Area: GT17_c3_4_pos,Group Area: CONTROL_1_pos
FALSE,,,,No results,No results,No results,No results,,489.80957,13.564,42413408.79,0,0,,,DDA for preferred ion,928325.8046,4584275.585,4130444.886,5919721.111,7120275.606,12635596.95,9296387.487,3316995.579,15804414.97,39774884.92,14630706.75,38689463.97,28460999.26,11779676.42,20667943.68,7978077.824,27300507.08,21264609.13,29780528.74,42413408.79,6021084.185,1192646.496
FALSE,,,C9 H12 N2 O3 S,Full match,No results,No results,No results,-0.05,228.05685,2.998,42392056.97,0,0,,,DDA for preferred ion,552512.111,293136.3268,586499.6578,322149.9452,506112.5174,468606.2446,507077.089,385054.5204,35674.505,801309.727,26604693.44,7846423.123,17920383.68,9807605.247,10341265.66,12500663.09,18608195.05,42392056.97,22704054.08,1791336.134,7875687.47,45723.36056
FALSE,,,,No results,No results,No results,No results,,137.89912,0.595,42253124.07,0,0,,,DDA for preferred ion,335475.052,337262.6969,414655.6767,385817.0118,309248.2443,355533.139,338081.094,368733.3447,25394690.94,22963099.5,14769225.64,42253124.07,12857876.32,23757220.86,10453268.24,34304172.58,23589610.94,37938701.13,24516893.16,25554807.07,21666269.92,18439020.82
FALSE,,,,No results,No results,No results,No results,,108.01539,11.97,42137098.79,0,0,,,DDA for preferred ion,38164590.06,42137098.79,11127361.41,13835648.95,11601754.26,32164669.29,28050826.39,36807734.56,28657346.92,29719072.52,29897900.81,34258883.69,36498536.11,29404859.45,41196049.62,29838226.76,30770844.38,28404703.78,33291195.22,22632067.08,11218138.5,1543835.414
FALSE,,,C22 H22 N4 O6 S,Full match,No results,No results,No match,-3.96,470.12414,5.7,42112306.52,8,0,,,DDA for preferred ion,35709817.62,26554146.94,35794131.42,34111425.48,36911317.53,36404900.64,38355085.86,37096642.07,39103274.36,36819746.84,10282132.15,37357993.18,35209614.14,34524555.47,37689884.78,35720983.76,42112306.52,31233085.91,35096565.55,34146464.57,39538101.16,37669962.28
FALSE,,,C7 H17 N O3,Full match,No results,No results,No results,0.38,163.12091,0.635,42015033,0,0,,,DDA for preferred ion,14571369.11,8438220.926,5410933.072,13784959.9,6740878.586,1475823.92,18160262.56,1520512.895,25830386.91,32981971.69,22420257.8,13132473.74,14898210.96,42015033,1746424.718,31745044.75,3377924.021,27688624.23,405728.1664,20746321.78,4116800.513,24617815.54
FALSE,,,C76 H114 N3 O16 P,Full match,No results,No results,No match,-0.98,1355.79235,11.936,41998295.44,1,0,,,DDA for other ion,1015551.042,1068099.496,881273.9066,798932.7929,835711.0855,12182769.29,31215244.34,34635041.36,36627836.83,35417466.53,38197944.29,41225078.56,40434010.35,33234335.44,29446812.59,41998295.44,24148486.83,571049.1618,569023.4167,526176.3818,503288.5228,511822.7821
FALSE,,,C4 H2 O8 S2,Full match,No results,No results,No results,-4.77,241.91795,0.556,41829938.06,0,0,,,DDA for preferred ion,22942913.15,22530209.28,29266322.93,19072313.18,25759730.97,27642063.72,31677846.57,28784731.04,22786476.14,28871458.69,36037250.83,19678968.7,41829938.06,24620194.69,41334274.92,21445487.62,35818320.3,24034222.08,35197098.17,24064486.57,30870694.67,28689219.9
FALSE,,,C21 H25 N2 O11 P S,Full match,No results,No results,No results,1.29,544.09237,0.699,41822070.79,0,0,,,No MS2,34791875.95,31520635.45,41822070.79,31725140.52,24139925.14,31179342.39,36111339.59,29424183.74,79180.85613,1804665.09,1885977.368,1475212.289,1906035.514,1492856.851,1841953.769,1342264.536,1664460.783,1458008.075,1460314.372,1484650.195,1453162.251,56915.80539
FALSE,,,C23 H42 N9 O8 P,Full match,No results,No results,No results,-3.61,603.28722,6.885,41721714.68,0,0,,,No MS2,41721714.68,19025079.37,10512461.78,20925728.25,170207.0417,250986.1113,790836.0066,1019344.646,56496.86267,190128.7152,1564205.165,123791.6415,1220711.45,114436.1316,98337.96624,105603.3464,91490.49764,59052.62985,60141.37442,56343.23009,56215.40843,45448.60167
FALSE,,,C29 H48 N4 O6 P2 S,Full match,No results,No results,No results,-1.3,642.27615,6.872,41542873.24,0,0,,,DDA for preferred ion,39696931.27,41542873.24,25308865.72,12057593.96,15930896.21,11620754.07,6423456.845,7524282.875,113624.3299,190911.3999,655241.7551,371719.6745,770168.3426,726740.6198,763248.8084,446534.1817,767811.6031,403895.76,177484.9227,619210.1641,320820.9244,90806.41027
FALSE,,,C12 H24 N10 O5 S,Full match,No results,No results,No results,02.08,420.16606,2.708,41506269.8,0,0,,,DDA for preferred ion,195306.802,232872.6964,249481.2352,211306.2852,174947.2886,281360.3227,267344.7208,162158.0532,46552.86237,2224503.759,22513094.81,11047778.39,28881054.07,11264401.88,31951218.99,17194599.01,23004699.19,12426466.13,13427195.67,19207950.56,41506269.8,47202.32765
FALSE,,,C41 H59 N5 O3,Full match,No results,No results,No results,-3.69,669.45932,10.739,41342545.87,0,0,,,DDA for preferred ion,13540643.6,5676314.528,9351856.404,16902808,26551959.38,32888236.12,25957162.98,19328284.26,25847387.74,26341739.51,27709819.68,23637055.37,18514955.09,29069683.17,40177012.99,35299556.96,41342545.87,17011377.7,32408815.91,28825987.74,19933550.41,29200192.77
FALSE,,,C9 H23 O5 P3 S2,Full match,No results,No results,No match,-3.66,368.01863,0.606,41192196.9,18,0,,,DDA for other ion,31713688.44,27152120.95,35630834.38,33532431.15,26724116.76,40838602.74,41192196.9,21330804.01,114812.3786,5168910.34,10735379.12,5375923.41,13580812.07,7742421.656,9178760.028,6264791.881,10731652.73,6471288.96,9548925.28,7295964.582,7251507.192,98819.39128
FALSE,,,C11 H16 N8 O3 S2,Full match,No results,No results,No results,-3.19,372.07749,0.71,40971242.91,0,0,,,DDA for preferred ion,29840198.12,23917812.6,32349405.15,25205851.73,27350753.61,30269343.31,40971242.91,24886063.69,72838.1895,2574792.402,2353978.069,1384365.665,2023503.859,2075229.422,2576338.066,1481910.437,1550260.061,1137546.166,1274532.84,1793295.44,1873248.467,59586.2131
FALSE,,,C8 H8 N8 O5 P2,Full match,No results,No results,No results,0.37,358.00942,1.585,40858469.66,0,0,,,DDA for preferred ion,31129572.82,33669894.21,35527687.57,33373694.39,29862300.91,32759048.91,40858469.66,40108729.17,76143.71254,6536787.151,3377318.223,7597707.192,5588176.467,6181761.364,5808781.643,4916688.864,5617928.738,11433562.07,3852948.356,8687331.002,4485264.237,88030.06135
FALSE,,,C7 H10 N2 O3 S,Full match,No results,No results,No results,-0.99,202.04101,1.533,40813279,0,0,,,DDA for preferred ion,2314669.214,4961673.004,3677047.587,5804107.579,1580088.336,5092842.675,3089519.256,1939994.641,62467.70234,3335003.589,22449721.86,29207563.47,10485258.14,15776822.81,14474191.84,27035060.41,18610784.49,40813279,15108495.25,18957258.64,15916581.48,71175.08584
FALSE,,,C19 H35 N2 O17 P3,Full match,No results,No results,No results,0,656.11486,0.682,40765280.46,0,0,,,No MS2,2369962.498,2117543.773,3696018.039,3025938.504,2452001.341,2980246.069,2396995.443,2684223.622,53012.69758,40765280.46,38775487.97,23662784.96,19758059.29,28362724.52,36800735.18,29160066.57,23440584.37,15388736.92,15563832.11,32831756.91,24296664.24,32858.21785
FALSE,,,C18 H45 N7 O5,Full match,No results,No results,No results,4.44,439.35017,7.203,40756324.84,0,0,,,DDA for preferred ion,40756324.84,15173984.97,15461673.32,21653587.65,29805062.53,18119536.48,18808597.22,18994297.44,7935841.587,8334447.976,13705325.15,10419775.68,12017893.46,11448473.83,14945353.1,10938007.57,11297273.52,14156356.85,9731544.77,18568104.78,9816761.735,7392481.725
FALSE,,,C26 H47 N3 O6 P2,Full match,No results,No results,No results,-0.91,559.2935,7.146,40586749.25,0,0,,,DDA for other ion,29035675.88,24177739.78,31899155.92,29369889.15,32168446.76,40586749.25,33372327.23,34826063.8,73029.64853,2948199.624,12352464.6,4177553.292,18894232.1,9371740.633,11309220.21,5649221.92,13168216.5,8401090.705,4543345.041,13919292.95,8200117.979,66368.03487
FALSE,,,C21 H38 N4 O7,Full match,No results,No results,No results,-4.44,458.27201,3.198,40397789.62,0,0,,,DDA for preferred ion,7623708.985,5496658.568,6300843.479,40397789.62,6689411.271,6563864.842,7045074.429,6072667.226,6836653.451,5784955.107,7075469.227,7596321.526,6457298.836,6729994.873,10381741.2,7177443.44,7187768.923,6042513.232,10272758.35,6673436.666,6959830.231,8394364.734
FALSE,,,C3 H7 N2 O4 P,Full match,No results,No results,No results,0.22,166.01438,0.613,40286730.96,0,0,,,No MS2,18169893.63,40286730.96,22370397.94,19289246.42,18541751.77,20572776.05,15986341.93,21673350.57,47989.61146,801380.7999,877727.0372,292374.2657,1154167.077,457864.7626,1319017.06,294591.5908,985705.8179,203234.6981,918048.0629,679775.9729,1046295.985,41304.81618
FALSE,,,C7 H10 N2 O3 S,Full match,No results,No results,No results,-1.02,202.04101,1.905,40259347.7,0,0,,,DDA for preferred ion,1404065.461,2834005.996,2006567.624,3228860.731,428107.7694,2422399.388,1584517.079,1305245.707,40059.64184,3329107.875,14843633.34,22620204.77,10247668.22,13680745.34,11232648.03,23219827.14,16561322.79,40259347.7,16447497.88,19691693.62,12388359.85,46393.95402
FALSE,,,,No results,No results,No results,No results,,117.93553,1.215,40230711.38,0,0,,,DDA for preferred ion,19245621.11,25355453.14,14904372.91,18928760.61,24144299.19,16885205.89,17364242.64,15345430.16,37460732.91,26874583.75,17654258.31,19575738.18,28258676.52,40230711.38,28194225.15,31145155.93,23661148.01,31666495.76,21481026.53,26265222.68,29545692.66,25116964.18
FALSE,,,C9 H17 N3 O6 P2 S2,Full match,No results,No results,No results,-0.59,389.00317,0.694,40123131.99,0,0,,,DDA for preferred ion,1962920.155,1867839.434,1926665.13,1971216.518,1917583.895,2041229.21,1987667.099,2029757.03,46761.35072,13038102.57,30571172.6,17562687.49,39052015.54,19009555.18,27315785.38,16357372.89,33225662.2,26550789.6,40123131.99,20781089.8,33491415.64,28983.52129
FALSE,,,C42 H72 N7 O8 P,Full match,No results,No results,No match,1.86,833.51955,11.917,39979760.66,22,0,,,DDA for preferred ion,21787588.74,39979760.66,16021460.67,23738178.89,17881716.56,13782959.81,10068151.57,9750201.375,10449234.94,9691184.263,9349087.34,8683750.46,8924616.785,8768758.744,4624224.095,1057563.549,295852.8744,267374.9043,238012.1666,254408.7417,250481.1717,239644.1087
FALSE,,,C10 H7 N,Full match,No results,No results,No results,-0.51,141.05778,2.623,39976018.88,0,0,,,DDA for preferred ion,12737356.61,17328203.88,17218244.37,11683369.75,14357004.68,12737383.37,11799595.33,19696896.09,26948.15107,22088256.63,39908229.88,29039364.99,39976018.88,28612991.78,38870627.97,30436150.42,35229269.65,30108719.2,37650034.58,30020042.75,35617050.18,32398.47285
FALSE,,,C14 H26 N2 O9 S,Full match,No results,No results,No match,3.16,398.13716,0.634,39965739.71,2,0,,,No MS2,1395458.796,1488615.583,1387200.25,1412924.639,3711726.701,5212265.736,6215137.21,2619269.292,54205.34768,12411778.86,31925314.16,17487667.53,38281874.66,22317458.3,26012096.64,22345483.7,26862454.9,39965739.71,26464406.85,27106184.27,31289019.06,37456.77247
FALSE,,,C12 H26 N10 O3 P2,Full match,No results,No results,No match,0.57,420.1667,2.336,39937422.41,1,0,,,DDA for preferred ion,963985.5564,130536.8712,1185560.917,272603.7795,109779.9931,267286.62,303488.2835,475869.7051,52032.42961,6038600.907,30410680.76,16580364.35,39937422.41,20230006.16,29307991.4,16184391.3,28630395.35,14271228.62,24472852.61,20135429.16,32465083.76,56165.47405
FALSE,,,C16 H23 N9 O9,Full match,No results,No results,No match,4.34,485.16398,1.561,39715452.78,2,0,,,DDA for preferred ion,18922703.29,39715452.78,31774601.44,17736227.02,14559013.19,20681267.57,24362473.15,27703153.87,33460.38794,7785726.003,12950797.69,12993746.67,14193463.57,11694340.87,15054322,12367506.51,10215951.4,17824948.19,9309828.54,19366293.97,11151015.21,38721.26246
FALSE,,,C6 H10 N2 O3 S,Full match,No results,No results,No results,-1.4,190.04095,1.533,39683338.13,0,0,,,DDA for preferred ion,34949934.19,29836461.46,38652349.31,36033810.91,33347925.28,39683338.13,25378922.26,33721397.1,63624.66286,20855972.96,20412844.15,7591929.741,9227533.058,11891850.15,25899187.91,10097476.35,7720260.402,4795881.138,5555848.358,13526589.29,10214715.03,72493.31527
FALSE,,,C13 H26 N7 O2 P3 S,Full match,No results,No results,No match,4.88,437.11029,2.066,39667262.26,1,0,,,DDA for preferred ion,14071615.86,16976351.65,39667262.26,30193058.86,6223303.432,31554133.59,29823225.98,22698283.73,29161.94502,236847.2507,70859.64054,75802.15481,214019.9594,218584.1477,280187.0433,195754.3466,52800.86465,70132.03423,81035.22953,488228.9173,120170.5634,36683.64362
FALSE,,,C47 H73 N3 O7,Full match,No results,No results,No match,-0.73,791.54427,11.918,39463648.42,50,0,,,DDA for preferred ion,21979094.79,15199168.9,30876905.92,35980575.41,39463648.42,2342759.664,3939541.744,4648780.281,4524602.457,5999469.148,5270385.667,5374173.269,5793834.267,5781363.221,9125874.717,9459304.25,18254465.97,1022237.157,270674.8879,289321.5866,284855.0309,272530.7836
FALSE,,,C9 H2 N3 P3,Full match,No results,No results,No results,1.81,244.9466,0.62,39452871.05,0,0,,,DDA for preferred ion,37905266.83,24593520.6,39452871.05,32557339.79,27140243.94,34392949.26,38529915.29,29358586.23,37537.66596,1038821.964,5707037.875,1050198.581,6074688.567,1373703.802,4594327.434,909483.6541,4159570.622,1495382.072,3440150.903,1796049.094,2232103.463,25939.13466
FALSE,,,C2 H4 N3 O3 P S,Full match,No results,No results,No results,-3.6,180.97045,12.382,39436678.74,0,0,,,DDA for preferred ion,35276065.08,32615955.56,34021599.92,35512008.44,27765043.27,34711065.45,37110126.71,33481566.55,34175324.52,26467071.2,39436678.74,26985910.99,28710064.67,39347272.38,39105368.5,27475430.45,32121093.22,31484459.72,38985528.35,29486399.31,27021794.18,24355291.31
FALSE,,,,No results,No results,No results,No results,,144.98263,0.788,39368955.23,0,0,,,DDA for preferred ion,26943319.57,28923253.26,26619740.69,24292650.88,32499133.73,26241451.56,29978954.88,28573031.56,39368955.23,19008456.73,13074434.83,12768554.59,16163579.48,17508575.08,15267599.44,13148696.49,14786114.94,13416054.24,13127969.41,11875467.32,10826709.61,25905645.03
FALSE,,,C7 H3 N O5 S,Full match,No results,No results,No results,-4.96,212.97214,1.481,39366595.68,0,0,,,DDA for preferred ion,34174120.91,29373296.8,39366595.68,22850129.46,32633036.84,37015502.54,37861701.32,31270349.51,983242.3083,6662714.613,5546686.992,7851039.662,11107742.25,6712320.305,6958712.245,6649454.048,7679539.696,10481368.34,6460035.893,8506606.433,7705671.837,693135.1494
FALSE,,,C2 H5 N3 O5 S,Full match,No results,No results,No results,3.4,182.99561,12.281,39130342.49,0,0,,,DDA for preferred ion,18901625.7,24343527.31,19051640.28,24164062.23,23252601.74,22672780.12,26604490.43,25038137.62,24372941.55,25219872.96,22418388.57,32817784.33,35718428.02,31209532.89,22712538.01,26733917,24341778.75,30188698.56,27073130,25986138.84,39130342.49,24709653.69
FALSE,,,C12 H20 N4 O6 S2,Full match,No results,No results,No results,-1.55,380.08184,1.532,39101611.22,0,0,,,DDA for preferred ion,34079662.12,29376637.85,38007050.69,35296216.74,31963572.53,39101611.22,24768317.01,33350820.85,29404.92796,13629741.75,13494693.83,6677253.026,7997317.686,9238112.515,16156195.36,7816076.277,7045092.734,4010556.444,4913095.081,9889752.219,8391666.409,33503.68579
FALSE,,,C12 H4 N9 P S2,Full match,No results,No results,No results,0.87,368.97719,0.601,38928928.03,0,0,,,DDA for preferred ion,20350097.42,38928928.03,26137409.34,20529879.56,17143020.28,25516064.56,26965751.85,21301624.65,105049.1337,145331.9833,164522.6035,137572.6596,194070.3639,163482.3379,201632.6047,156738.1014,173709.2588,144399.3656,173780.8482,152528.8362,163181.4694,95637.16223
FALSE,,,C45 H75 N6 O4 P3,Full match,No results,No results,No results,0.2,856.50644,11.913,38874789.89,0,0,,,DDA for preferred ion,38874789.89,35735362.68,27601529.36,19446487.31,5387684.657,7740312.285,7749301.713,9152586.709,11674662.71,8908188.759,8613506.498,8946886.987,10052682.7,11108122.22,3840454.338,257585.7219,134153.6561,121240.4005,107925.9494,115360.9304,113579.9848,108665.949
FALSE,,,C29 H59 N7 O8,Full match,No results,No results,No results,2.13,633.44386,7.705,38855539.81,0,0,,,DDA for preferred ion,28621263.34,28209194.06,38855539.81,33389469.01,30170231.14,27685427.07,30001584.34,26573340.39,27028631.53,25916125.23,25626624.68,28481497.28,25685233.01,27960483.55,31209410.51,27258776.63,28578690.62,26220336.78,28888676.28,27443414.48,24222414.3,29353170.74
FALSE,,,,No results,No results,No results,No results,,1581.80503,12.132,38728910.36,0,0,,,DDA for other ion,38728910.36,21689719.33,13623692.01,508841.9046,493372.338,478007.0333,482062.6183,479786.2176,470923.2327,460278.402,459274.7622,463758.1539,454361.9626,460647.8131,455034.0359,452196.0055,478561.8686,467074.9082,452015.8074,436939.3888,478711.8906,468440.8037
FALSE,,,,No results,No results,No results,No results,,489.80934,13.747,38689463.97,0,0,,,DDA for preferred ion,605889.6642,878789.4016,583048.0178,770759.9461,2540729.606,1189743.659,762849.0231,1075334.384,3793806.258,13072505.79,5842759.422,38689463.97,28460999.26,3191237.238,13112686.09,18695577.62,27300507.08,21264609.13,29780528.74,1096784.89,3545783.557,454650.307
FALSE,,,C23 H48 N O6 P,Full match,No results,No results,No results,-1.24,465.32135,6.72,38629677.48,0,0,,,DDA for preferred ion,184131.88,138914.881,176707.6686,175854.4828,177249.8952,211628.3632,183579.7135,167534.2162,77446.30454,21403944.27,38142088.39,29696895.83,38629677.48,33318444.32,37300129.41,28663757.88,35827893.08,30646736.65,31150327.63,30310643.37,32733998.88,63590.79649
FALSE,,,,No results,No results,No results,No results,,149.04199,2.368,38629522.97,0,0,,,DDA for preferred ion,18728122.21,21044336.18,23406745.48,11944002.4,12302075.27,13176642.67,14583306.4,19496703.97,65278.6309,25892841.91,33507141.51,29712501.64,36895323.54,34384833.51,38629522.97,29003435.85,32300636.86,32868247.75,32772477.88,31296694.63,33794939.09,61762.07663
FALSE,,,C15 H14 N9 O7 P,Full match,No results,No match,No match,-3.14,463.07392,1.598,38610924.14,2,0,,,DDA for preferred ion,38610924.14,13001022.49,19071087.21,27753762.16,35899768,19814483.68,12880395.68,30822936.52,39468.51959,1747127.833,4797443.293,2096424.494,3546971.944,1907901.75,4335241.822,3500563.421,2570481.764,1848412.281,5522596.065,1993445.223,3037236.712,41062.72694
FALSE,,,C42 H71 N3 O7,Full match,No results,No results,No match,0.78,729.52977,8.342,38575304.04,21,0,,,DDA for preferred ion,1160520.073,1473554.306,1298568.631,1685993.975,1129469.363,1125590.516,1774193.691,5214606.223,1182664.063,9999586.141,2649346.443,3640005.123,1169764.299,5425783.126,2420632.01,1244558.192,2148965.227,38575304.04,1121781.218,1046078.303,1053251.355,1002956.976
FALSE,,,,No results,No results,No results,No results,,789.23336,2.708,38402312.25,0,0,,,No MS2,38402312.25,30762408.22,28682853.34,29493338.83,20812008.11,22787773.35,36546910.17,13361055.87,45308.27875,1097679.812,3047804.114,2042930.906,1832406.313,3269499.276,2387603.289,1695608.5,2311026.586,5458604.213,525910.1258,3174612.468,1318450.652,23347.77373
FALSE,,,C2 H N7 O2,Full match,No results,No results,No results,2.4,155.01955,0.605,38302168.13,0,0,,,DDA for preferred ion,21539585.8,19363801.72,31238385.66,31889285.21,19801862.34,28126598.53,24239913.7,22864980.53,490735.7988,26061764.01,29860497.2,21936847.49,38302168.13,32429551.93,29573946.51,25911402.12,28343235.15,18141737.33,22373812.51,21195119.1,26613705.87,446767.8843
FALSE,,,C6 H17 N5 O7 P2 S,Full match,No results,No results,No results,2.2,365.03319,0.737,38221975.66,0,0,,,DDA for preferred ion,19012076.68,18187786.16,19827955.23,18468579.43,16793706.41,17130405.13,20155727.05,17623358.1,65932.26107,24375536.15,36787502.45,30813102.62,30870737.21,31212854.59,28015237.45,27711940.28,31859750.32,33225653.96,28446729.94,35360883.58,38221975.66,42616.95531
FALSE,,,C3 H3 Br Cl4 N2 O2 P2,Full match,No results,No results,No results,4.29,379.76235,0.587,37917028.31,0,0,,,No MS2,315207.6062,131280.7002,100575.0126,151778.0618,129538.3879,125311.0725,101559.1196,112188.6836,7036511.51,14425965.14,12843061.71,37917028.31,15434730.07,22409782.4,11335959.31,29992411.85,19555314.21,34829937.71,22347787.56,25169086.51,25019411.83,2722195.769
FALSE,,,C5 H8 N O2 P S,Full match,No results,No results,No results,0.35,177.0014,0.601,37901339.22,0,0,,,DDA for preferred ion,7567013.555,8190294.493,10654237.79,10349054.86,7055974.867,9170033.988,10200138.39,8699863.49,282409.1744,31560999.27,31620165.19,23534343.07,36094729.31,34058964.19,28187495.18,30777284.61,31392097.45,26511170.64,24641121.15,26515680.22,37901339.22,255507.0484
FALSE,,,C6 H9 N O4 S,Full match,No results,No results,No results,-1.36,191.02497,0.923,37774778.17,0,0,,,DDA for preferred ion,21727933.64,25605375.71,24912246.62,24337643.79,14729260.18,21865574.49,22169411.65,19402625.55,57923.49063,10232980.34,17218866.17,16517337.21,12107401.75,17994492.81,10912556.9,20161921.48,15567258.64,37774778.17,13904447.14,22795240.62,13333545.73,60949.54789
FALSE,,,C12 H19 N5 O5 S,Full match,No results,No results,No results,-0.6,345.11048,2.004,37722463.04,0,0,,,DDA for preferred ion,20059070.49,14986950.48,37722463.04,30008135.57,21342951.82,26614908.02,19410064.85,25128419.08,22481.83854,2740219.342,9799748.527,1802617.316,10911188.32,8217497.602,9897172.071,1308811.705,5255731.955,1912779.704,1662935.275,2248831.186,2972364.996,23881.08028
FALSE,,,C5 H4 N5 O2 P,Full match,No results,No results,No results,-2.36,197.0098,12.106,37437199.09,0,0,,,DDA for preferred ion,29142223.71,24195042.5,26656803.29,33838415.72,31267460.81,34718454.44,31090183.57,26697001.42,37437199.09,35249755.61,35404242.21,30190641.3,25583340.45,32149297.47,32718121.96,32923520.09,34535946.28,34373210.85,32001023.07,30789153.17,28383813.13,31663641.31
FALSE,,,C36 H67 N9 O5,Full match,No results,No results,No match,4.96,705.53002,12.036,37428517.9,10,0,,,DDA for preferred ion,7579323.286,12141747.53,7810935.909,1965338.477,844049.2958,610819.3153,998409.4014,37428517.9,14392193.19,7535273.979,6740461.903,5006222.915,3640568,3101690.674,6534915.844,7258121.641,8155601.911,3786108.473,608492.915,588197.3992,644430.5463,630603.8538
FALSE,,,C9 H19 N4 O10 P,Full match,No results,No results,No match,-2.3,374.08302,0.621,37428172.49,1,0,,,No MS2,2245626.724,2190121.236,3232358.063,1821951.357,1879993.872,2758808.103,3221501.531,2739767.483,82431.6263,12440332.17,30251558.74,11787252.78,35584891.18,17552720.83,37428172.49,14487149.49,29735151.61,13962039.23,25122003.38,14437638.36,19726579.24,56961.58779
FALSE,,,C18 H22 N10 O4 S,Full match,No results,No results,No match,-3.38,474.15302,1.671,37400502.88,1,0,,,DDA for other ion,13566954.64,10402640.49,37400502.88,33279477.45,17253633.88,32654634.7,8698469.376,24910350.04,41173.76891,1224198.309,4326153.051,1392091.461,3485968.036,2560512.273,1430654.36,1062580.007,2795886.904,160612.5841,1110026.555,1464619.561,1954992.991,58684.58759
FALSE,,,C6 H2 Cl O2 P,Full match,No results,No results,No results,4.22,171.94882,6.092,37376833.97,0,0,,,DDA for other ion,3632670.574,2061637.332,2006478.535,2976468.63,2622540.201,2788635.847,2681105.523,3714126.19,1103903.797,4860797.507,5030584.172,9976392.136,8782934.587,7044472.2,7742372.212,8199534.426,9634883.361,37376833.97,8625589.366,15516884.16,4778512.117,1039547.279
FALSE,,,C2 H4 Br Cl N2 P2 S,Full match,No results,No results,No results,3.27,263.8451,0.584,37331491.23,0,0,,,DDA for preferred ion,108101.6513,90630.736,103143.4373,88317.82278,98419.91479,128511.192,104152.6758,115053.6914,6140781.944,20618596.57,19413697.84,34479850.44,19891705.7,28461459.64,15364628.43,34882809.23,27489347.95,37331491.23,31163863.02,29442008.45,29527283.57,3189136.239
FALSE,,,C6 H8 N8 O3,Full match,No results,No results,No results,-0.31,240.07186,0.686,37283241.12,0,0,,,No MS2,2566757.852,2904773.896,1576049.417,1612493.316,2484910.648,3395038.548,2410513.99,1660380.589,41868.74143,18803860.86,32394663.44,28596064.97,29495060.23,24804358.88,37243365.13,23014357.11,26163603.87,26817394.47,25476661.66,29286756.29,37283241.12,23709.08214
FALSE,,,C2 H5 N6 O P S,Full match,No results,No results,No results,3.81,191.99905,12.377,37148433.84,0,0,,,DDA for preferred ion,22177608.28,32556164.98,22750986.33,21501836.39,17768738.61,37148433.84,28290803.9,29816036.55,25097340.01,30674961.77,30098756.67,32843841.68,28061492.95,31140089.05,32385443.14,31341538.27,24168585.28,29087348.69,25425882.99,34103703.98,25486506.12,24581126.16
FALSE,,,C3 H3 Br Cl N2 O2 P3 S,Full match,No results,No results,No results,-4.51,337.79847,0.588,36942934.63,0,0,,,DDA for preferred ion,465960.1622,449763.0658,451505.0403,402204.9842,428258.5526,508255.3398,464623.1159,508257.4675,26627678.08,21703072.47,18000589.42,29893964.23,10919321.11,26715971.6,10838847.82,36942934.63,15280110.61,20282820.38,17483303.72,27975808.33,19887525.23,29710803.06
FALSE,,,C4 H2 Br Cl4 N2 O3 P3,Full match,No results,No results,No results,-0.99,437.72114,0.588,36939079.85,0,0,,,No MS2,104794.5438,87858.10872,99988.01432,85615.95347,95408.9965,124579.7042,100966.3777,111533.9031,6026235.828,13618357.31,10960220.42,36939079.85,12699067.55,19851641.91,9476449.861,29332424.21,16229158.46,32721512.06,20081331.54,20966977.68,22700827.04,2169517.107
FALSE,,,C22 H53 N7 O7,Full match,No results,No results,No results,3.41,527.40244,7.18,36929341.91,0,0,,,DDA for preferred ion,36929341.91,11176515.62,11028480.11,13696065.75,20921855.91,13259690.94,14238736.33,13275267.28,8033824.331,8769914.298,12679093.37,11499524.82,11039175.4,10922506.29,13324938.57,10190850.67,12297600.65,13334871.53,9540952.621,16205365.85,10104237.55,7728371.049
FALSE,,,C8 H12 N2 O4 S,Full match,No results,No results,No match,-1.21,232.0515,0.681,36919232.44,3,0,,,DDA for preferred ion,5893510.491,9977157.538,3584040.595,3772747.315,12827697.17,3322630.879,3907626.282,5765231.773,79622.7745,13638819.87,19557607.09,10326575.53,30891470.5,14364438.04,28322999.29,8416767.146,11370790.13,14733653.64,24686200.07,36919232.44,11167496.58,55312.0012
FALSE,,,C37 H67 N3 O9,Full match,No results,No results,No results,04.02,697.49054,10.74,36712024.17,0,0,,,DDA for preferred ion,13304623.21,5794696.893,8940221.14,14640500.06,23828661.53,27340264.71,21731160,15472211.15,21543144.64,22226869.3,23167332.23,20657223.65,15996290.43,23412227.75,33641716.43,31001072.5,36712024.17,13305776.1,23476620.77,22277856.71,15223124.88,19295709.63
