Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,MS2,Group Area: brain_163_neg,Group Area: brain_68_neg,Group Area: brain_6_neg,Group Area: brain_53_neg,Group Area: brain_187_neg,Group Area: brain_60_neg,Group Area: brain_21_neg,Group Area: brain_5_neg,Group Area: CONTROL_2_neg,Group Area: GT17_cc_1_neg,Group Area: GT17_c3_1_neg,Group Area: GT17_cc6_neg,Group Area: GT17_c3_5_neg,Group Area: GT17_cc5_neg,Group Area: GT17_c3_6_neg,Group Area: GT17_cc4_neg,Group Area: GT17_c3_3_neg,Group Area: GT17_cc3_neg,Group Area: GT17_c3_2_neg,Group Area: GT17_cc2_neg,Group Area: GT17_c3_4_neg,Group Area: CONTROL_1_neg
FALSE,,,C41 H59 N10 O18 P3,Full match,No results,No results,No results,0.16,1072.32234,1.816,22660839.73,0,0,,,DDA for preferred ion,11298970.16,8860157.816,19317461.28,13006267.23,3242564.842,22660839.73,6269129.888,4603560.927,6327.895862,9873.632324,17580.83093,10265.45646,13971.08004,10438.07535,11718.89789,10208.07534,13481.34844,11569.47262,11320.02357,8764.423614,10149.35775,5693.77204
FALSE,,,C3 H5 N6 O2 P3,Full match,No results,No results,No results,-3.62,249.96778,11.969,22590770.62,0,0,,,DDA for preferred ion,4360724.73,4233912.934,4653289.934,4720144.15,6378437.008,5881143.96,7279949.697,8533902.05,7527410.328,6561061.577,8269763.396,9519971.478,8949556.587,13085868.85,8483771.476,7779755.562,10929549.44,12004330.21,15152759.33,22590770.62,22485096.96,22277739.6
FALSE,,,C5 H12 N O8 P,Full match,No results,No results,No results,-0.83,245.02985,0.623,22458712.14,0,0,,,No MS2,17349982.88,14028757.86,9562756.461,15149563.03,22458712.14,12106918.39,6997177.148,15395507.96,238973.8774,1255485.799,2030778.303,1030421.03,1561934.517,1920727.133,2056126.415,1202676.608,1228901.393,802652.5806,890470.5808,1446616.33,1518721.107,216510.029
FALSE,,,C3 H Br Cl3 N2 O P3 S5,Full match,No results,No results,No results,2.98,517.61696,0.593,22442701.23,0,0,,,No MS2,124470.0867,152513.3635,130928.5201,144575.7031,150320.8344,141131.9621,138319.5149,141069.0444,11568208.84,19790891.95,16809970.77,20158739.49,20132047.8,19971270.32,12890689.33,19028638.15,21429461.91,22442701.23,20353153.06,21362325.63,19911546.6,6579262.571
FALSE,,,C32 H49 N2 O17 P3,Full match,No results,No results,No results,-0.04,826.22437,1.815,22425109.84,0,0,,,DDA for preferred ion,15152300.16,14396987.31,20928346.23,16168131.48,7309705.95,22425109.84,10828010.6,9408724.218,9674.528554,15095.49777,52070.39525,15694.54583,21359.96163,15958.45763,17916.66847,15606.81758,20611.2258,17688.21669,17306.84159,14040.45278,15517.04603,8838.343712
FALSE,,,C5 H9 N5 O3 S,Full match,No results,No results,No results,-1.37,219.04231,0.727,22409847.09,0,0,,,DDA for preferred ion,1302793.941,1540884.466,1553654.682,1400800.292,1463699.662,1492161.586,1447255.132,1312647.71,156667.7286,12026327.68,18058048.66,7553649.93,15544772.27,8265324.864,22409847.09,6258797.644,14542693.56,4136401.811,13279143.16,8959776.478,9771285.291,141243.6202
FALSE,,,C9 H22 N9 O12 P3,Full match,No results,No results,No match,02.05,541.06119,0.681,22342963.78,3,0,,,DDA for preferred ion,18361628.98,6512468.609,3385437.288,3471179.567,4390766.195,8756917.697,7858905.174,2150966.163,107385.6152,21873488.3,21522258.23,19582591.15,22342963.78,22157154.1,16681360.69,10600578.37,14881206.55,11593908.15,13309896.39,17779521.04,10205913.38,114920.7095
FALSE,,3.5-Dinitroguaiacol,C7 H6 N2 O6,Full match,No results,No results,Full match,-2.04,214.02215,4.77,22284569.67,1,0,,,DDA for preferred ion,17081170.59,15852491.24,16951095.41,14885177.7,18771572.51,17414693.52,14718402.57,17065518.97,9307040.422,16420505.5,15729758.87,14295687.14,15100620.46,13572920.37,9894626.165,13270476.1,18103256.61,15402947.14,22284569.67,20354533.99,16848008.45,12073250.48
FALSE,,,C37 H37 N4 O13 P3,Full match,No results,No results,No results,0,838.15699,1.275,22262002.41,0,0,,,DDA for preferred ion,22262002.41,11367306.34,15977360.11,8902752.555,7642644.841,19901344.9,18027620.09,4793530.022,5971.038061,632013.9079,854650.7747,800877.6336,766943.1184,896719.0006,551439.0219,445188.6625,498950.9593,665114.878,569917.095,790039.9261,572828.8046,5660.564532
FALSE,,,C2 H Cl2 O13 P,Full match,No results,No results,No results,-0.97,333.85286,0.714,22151494.02,0,0,,,DDA for preferred ion,933940.8159,1058959.778,1113776.688,1004199.15,1049290.155,1069693.806,1037501.478,941004.7402,19281281.5,5251546.607,2478625.04,4529194.072,511425.3202,921151.6654,591800.0408,7621849.425,1011486.027,1421498.977,517490.5708,1083681.172,3991363.72,22151494.02
FALSE,,,C13 H15 N6 O10 P,Full match,No results,No match,No match,3.64,446.06035,0.636,22150208.74,1,0,,,DDA for preferred ion,12429052.98,12693217.55,13651977.76,9975672.332,14739221.77,13570496.9,10149908.31,22150208.74,92704.78902,749669.2379,560766.4466,383134.2036,584681.3917,992901.8346,524033.3157,317856.3356,159844.8715,391457.5114,478527.1742,500505.7445,387709.196,71802.38981
FALSE,,Disperse orange 3,C12 H10 N4 O2,No match,Invalid mass,No results,No results,999990.62,484.15848,11.908,22118205.26,0,2,86.8,9.3,DDA for other ion,22118205.26,20842074.74,17648986.47,16360122.7,12761837.87,6699055.931,6500938.266,6932490.3,6396019.187,6215509.581,6110198.173,6047603.447,5674211.373,5761151.628,5130027.995,5191091.128,5030745.68,5920870,6202543.288,6397244.135,7735022.297,7310965.262
FALSE,,,C34 H24 Cl N4 O3 P S2,Full match,No results,No results,No results,-0.47,666.07128,1.533,21949631.5,0,0,,,DDA for preferred ion,19831247.47,18710858.83,21949631.5,19901080.89,20067883.19,21584227.34,16097431.56,21796088.48,12018.01889,10699148.39,10394470.48,4728199.92,6922905.516,7670826.325,10070753.36,6539899.859,5253280.795,3580767.448,4012934.93,6313816.405,5293670.325,11548.44568
FALSE,,,C42 H80 N3 O10 P3,Full match,No results,No results,No match,-0.91,879.50486,11.924,21787355.83,1,0,,,DDA for preferred ion,7673789.832,8780657.914,14435378.74,21787355.83,14305025.02,7508748.936,12139037.33,150040.3976,282270.7948,148387.1196,137752.1265,131457.8356,166618.0534,222370.6138,334521.9852,120301.3496,109002.3458,196679.8978,95677.00391,89732.9108,131327.712,102910.7666
FALSE,,3-Hydroxy-3-methylglutaric acid,C6 H10 O5,No results,Invalid mass,No results,No results,-5.52,162.05193,1.722,21731773.36,0,1,65.2,26.6,DDA for preferred ion,17911428.04,12937706.91,19769493.32,16186498.81,15701095.16,17466151.9,21731773.36,15128863.34,581393.9436,1444206.269,4418415.297,1845584.46,3691214.316,2923399.407,3656421.136,2294564.887,2578261.678,3548988.345,3330545.032,3110659.108,3140208.803,602188.6124
FALSE,,,C10 H9 N7 O,Full match,No results,No results,No results,-0.15,243.08682,0.777,21727019.19,0,0,,,DDA for preferred ion,9777028.593,4961627.069,21727019.19,7169254.33,18425408.05,9874453.639,14730799.32,5985694.965,178376.1844,1207388.313,1279448.597,644169.8571,841271.7419,658924.5792,1391183.567,621109.6053,1273641.163,696870.1268,701460.3596,643772.19,767534.7572,209446.753
FALSE,,,C11 H11 N6 O5 P,Full match,No results,No results,No match,-2.87,338.05188,1.64,21600344.54,2,0,,,DDA for preferred ion,694735.2665,946007.5772,1378179.335,900432.8948,283387.1165,1282753.144,901208.6203,568749.3624,10313.07678,9974519.43,19154894.66,17243948.84,16820773.02,17144414.12,13396620.48,20037737.4,20902324.89,21555891.52,21100551.95,21262702.65,21600344.54,10010.27171
FALSE,,,C39 H45 N O6 S2,Full match,No results,No results,No results,-1.53,687.26777,6.783,21593975.46,0,0,,,DDA for preferred ion,14530823.4,10427518.29,16564506.64,14589103.12,15111104.37,4172983.213,21593975.46,20268416.75,46621.83893,84597.09253,532457.1365,114458.4374,863436.097,308195.8232,504818.9378,173383.5903,586458.0757,288575.749,119684.7206,682375.4089,175843.9894,32180.91219
FALSE,,,C55 H94 N3 O18 P,Full match,No results,No results,No results,0.35,1115.62739,6.938,21525477.59,0,0,,,DDA for preferred ion,15683574.81,10421382.8,21525477.59,11468796.01,20918859.2,16865212.8,3181852.695,4165993.763,71338.26489,69028.07273,84728.5859,70600.36654,97211.36773,72166.32525,72482.2419,63269.59242,87979.49535,62550.00646,58513.40583,69273.87738,58726.24259,47100.53991
FALSE,,,C42 H71 N3 O9,Full match,No results,No results,No match,2.45,761.52089,12.05,21485115.42,11,0,,,DDA for preferred ion,5517266.466,5549326.568,9064296.444,21485115.42,14942706.9,2215231.6,3423369.807,1247982.454,3738342.534,1303020.204,9285095.716,936759.1333,1117905.75,121594.2458,117468.8231,109989.1309,101655.321,100293.6145,101259.3611,98631.7551,106165.004,101821.1713
FALSE,,,C2 H3 Cl2 O15 P3 S5,Full match,No results,No results,No results,0.07,589.66658,0.614,21331936.52,0,0,,,DDA for preferred ion,554427.5702,589832.5365,617089.4922,605437.8421,565191.9521,606809.7176,583501.0793,572126.0328,21331936.52,2177963.156,1558709.524,2385014.149,822502.9656,2008861.904,1226658.054,3181719.427,890551.0207,1892559.159,1121821.332,2482845.29,1796436.722,13877687.79
FALSE,,,C8 H12 N2 O5 S,Full match,No results,No results,No match,-0.54,248.04656,1.906,21326796,1,0,,,DDA for preferred ion,1075951.878,2165413.6,1240590.137,2596071.871,373769.6759,2004278.73,1220282.461,1034617.643,20490.47965,2082099.237,10225271.9,14496764.91,8196470.763,11145761.69,6336861.91,16169266.46,11013019.1,21326796,13424892.31,9718710.068,9783050.981,14517.94396
FALSE,,,C4 H5 Cl N2 O7 S3,Full match,No results,No results,No results,-0.69,323.89452,12.123,21143247.95,0,0,,,DDA for preferred ion,15322055.66,15313837.47,16736075.26,16468274.82,17334081.44,16392656.36,18397042.87,18183089.55,19576598.07,18688161.68,17946038.66,18440936.36,19006844.89,17197449.85,18062273.74,17565169.91,18102007.69,17715631.81,20334004.79,19762474.77,19723558.01,21143247.95
FALSE,,,C5 H13 N10 O6 P3,Full match,No results,No match,No match,-0.76,402.02293,0.686,21111305.21,2,0,,,No MS2,1336106.067,1385021.339,1711881.631,1516056.644,1907929.344,1410804.93,1834138.343,2250255.45,101920.2803,21111305.21,7305318.985,10895417.72,8708338.956,12719608.19,12329506.83,6476009.408,6502572.795,5673420.387,9313861.114,12195317.56,9236066.975,79263.1105
FALSE,,,C29 H18 N7 O12 P3,Full match,No results,No results,No results,-0.15,749.02252,0.789,21098270.4,0,0,,,DDA for preferred ion,1281727.987,1435342.178,1506354.129,1349721.758,1400480.171,1568289.916,1414765.503,1598681.105,124444.9364,13340368.55,14458597.39,12969449.53,13913162.9,18161192.31,14977505.86,17691922.48,15756115,16095340.62,18149478.33,21098270.4,16287860.75,139648.1614
FALSE,,,C8 H9 N7 O7,Full match,No results,No results,No results,01.05,315.05668,1.225,21008160.42,0,0,,,DDA for preferred ion,16517920.66,18135781.19,20142451.08,15352106.1,16412756.93,16305803.09,21008160.42,19759730.08,22923.96648,154475.3355,243040.0761,893902.173,526899.8144,224211.6144,231800.752,183792.6363,375881.7332,194492.7272,276384.4364,622538.0539,685585.8856,21731.99874
FALSE,,,C6 H8 N7 O2 P S4,Full match,No results,No results,No results,-3.73,368.93462,0.625,20895253.35,0,0,,,DDA for other ion,576458.1874,613269.998,641610.0304,629495.3927,587650.3005,630921.7808,606686.9553,594859.9124,242554.9179,13689890.53,15905991.55,15654200.09,13078512.69,14112662.59,11000993.96,20895253.35,10849036.45,12016746.84,13059437.95,17252882.51,13819107.08,219754.4472
FALSE,,,C14 H21 N5 O13 S,Full match,No results,No results,No results,-3.16,499.08408,0.705,20870932.17,0,0,,,DDA for preferred ion,5546736.957,12725511.64,6077194.898,7270239.97,6119909.894,5936395.864,6502391.623,20870932.17,111228.7644,1015105.342,623530.6764,489796.3574,790591.9165,604204.7947,694441.4988,451191.2485,586597.906,507153.4027,512502.9635,609388.5322,558644.8251,119033.527
FALSE,,Taurochenodeoxycholic acid,C26 H45 N O6 S,Not the top hit,Full match,No results,Full match,0.57,499.29704,5.252,20850718.46,4,6,98.9,9.9,DDA for preferred ion,2306068.537,7567319.04,894443.787,671516.3466,219672.6866,20850718.46,570779.9608,593306.5196,21741.65098,161567.034,334535.2035,219863.2781,273951.0167,246848.5838,302287.6917,263775.5119,305617.1577,317941.6448,338128.1692,292874.9327,393751.4983,20649.39153
FALSE,,,C3 H5 N2 O9 P3,Full match,No results,No results,No results,3.34,305.92181,12.153,20743170.14,0,0,,,DDA for preferred ion,13979633.24,13575942.13,15640715.41,16488026.88,16079274.72,17367467.59,19711612.7,19260577.25,18470300.39,18780675.29,18494415.88,17703304.93,19815694.34,18327840.46,17123295.02,17458560.35,17500949.95,16828230.29,20316788.6,19302112.85,20418401.2,20743170.14
FALSE,,,C17 H42 N8 O4 P2,Full match,No results,No results,No match,-0.43,484.28022,11.904,20677258.44,1,0,,,DDA for preferred ion,8416976.68,6776276.318,14791256.88,12466915.28,16093771.96,20677258.44,15032348.96,13930715.25,192606.2792,2113592.846,7734569.246,2635308.593,12915842.41,5787038.789,8029729.317,2799738.606,9779364.411,5119690.893,2185674.515,7496470.223,4499908.03,347613.2912
FALSE,,,C42 H40 O7 S2,Full match,No results,No results,No results,-0.69,720.22105,6.973,20598906.6,0,0,,,DDA for preferred ion,13437935.64,12840977.22,14946752.05,8738912.034,15684071.13,20598906.6,7640065.866,10667928.9,171125.3027,168736.1083,395116.4381,171033.2196,273461.049,172768.1434,170356.0623,158701.3196,163796.2142,140419.3648,138243.221,241527.8095,131835.345,115084.8677
FALSE,,,,No results,No results,No results,No results,,116.00953,1.095,20568525.82,0,0,,,DDA for preferred ion,10940354.54,5869580.122,6475305.236,16064493.54,8597892.06,17942430.56,20568525.82,6179407.832,35446.84021,2669446.282,1881034.272,5455338.758,5921942.2,3017246.418,4224879.576,4199437.018,4485083.543,4465311.29,2886445.597,2886367.846,3510586.877,37071.5434
FALSE,,,C12 H16 N5 O5 P S,Full match,No results,No results,No results,2.89,373.06205,0.712,20565108.89,0,0,,,DDA for preferred ion,13202258.74,17187056.66,6155180.048,12812221.12,4733384.742,5670438.351,20565108.89,1253611.944,135596.1338,679022.2659,760130.2549,597098.1767,822977.7286,736570.5682,846575.8197,550035.6786,715106.4618,618257.7055,624779.2178,742889.9297,681029.5778,145110.7198
FALSE,,,C17 H27 N5 O14 P2,Full match,No results,No results,No results,01.05,587.10359,1.625,20551920,0,0,,,DDA for preferred ion,14652351.12,53447.54497,68308.10902,63859.07771,20551920,52621.78153,44778.92335,58785.63172,10509.49377,26471.00966,34563.66761,30972.33767,34999.69934,33066.65124,35176.95584,30301.39032,33255.23613,37188.20544,33833.61602,39452.59848,36349.62571,10200.92164
FALSE,,,C3 H2 Cl N2 O P3 S2,Full match,No results,No results,No results,-3.55,273.85002,0.591,20505293.41,0,0,,,DDA for preferred ion,535584.2142,569785.8702,596116.4425,584860.7975,545982.7465,586186.0471,563669.6006,552681.1583,15684528.78,5075974.057,4935761.877,5302965.017,9820172.37,5133270.866,3844817.708,6393484.142,3770345.47,3980012.019,2733834.742,4538116.896,9109290.346,20505293.41
FALSE,,4-Nitrocatechol sulfate,C6 H5 N O7 S,No match,Full match,No results,No results,3.93,234.9796,11.917,20479174.22,0,2,85.3,9.3,DDA for preferred ion,280264.7278,269280.2109,284618.1511,361141.9253,833637.3,1302965.64,1637562.673,1827891.729,828662.2923,2014972.067,2987018.557,3247730.097,4077302.852,5225669.758,6401179.232,7046738.02,8667303.062,11307783.05,16549813.54,20149614.12,20479174.22,1188579.347
FALSE,,,C41 H45 N6 O14 P3 S,Full match,No results,No results,No results,-0.08,970.19265,1.293,20377838.96,0,0,,,DDA for preferred ion,3781550.774,1396790.396,415843.8178,480127.587,1619919.138,1142408.257,1249007.361,482522.9892,6790.307145,5977432.191,14377189.48,11055816.44,20377838.96,10444805.83,12314992.34,6492974.051,11115282.55,9332606.871,11945251.13,11897753.96,14038710.92,6437.234429
FALSE,,Hexitol,C6 H14 O6,Full match,No results,Full match,Full match,-3.36,182.07843,0.627,20311858.04,11,0,,,No MS2,16645575.14,12190619.36,15126233.76,11943632.4,18263078.12,12734856.1,19396328.89,19098608.13,186691.7827,8537850.794,18420174.63,10709697.86,17882403.12,10607310.46,19711194.86,9602099.647,20311858.04,10092984.39,15735832.06,12226529.15,17592193.45,184126.8964
FALSE,,Flavin mononucleotide (FMN),C17 H21 N4 O9 P,Not the top hit,Full match,Full match,Full match,0.92,456.10504,2.795,20299383.64,3,1,80.1,68.3,DDA for preferred ion,8390020.955,19199264.76,17495210.32,16465174.43,5717717.823,20299383.64,12253854.3,9944769.517,21606.69384,7982540.484,10477940.69,9414915.307,11666996.92,7868534.426,10746698.93,8820558.882,8885658.169,7111764.968,10325604.91,8475753.887,12597096.58,19713.49097
FALSE,,Adenine,C5 H5 N5,No match,Invalid mass,No results,No match,-8.35,135.05337,2.563,20266168.77,4,1,81.7,9.1,DDA for preferred ion,10031897.16,8464641.893,12404627.3,9331098.614,7311650.518,7405371.215,11796777.13,9212648.967,391094.5126,9375439.125,18244757.23,11996418.93,20266168.77,14183818.33,20047542.64,14632494.96,14513040.56,12142097.85,16502794.23,13946972.88,15610664.75,103228.1862
FALSE,,,C23 H39 N4 O5 P,Full match,No results,No results,No results,-3.06,482.26433,7.151,20203592.61,0,0,,,DDA for preferred ion,15548753.24,13344924.02,20203592.61,15046649.58,10323029.34,16924929.4,14054678.79,12487121.21,213625.2785,1365731.605,3131478.199,945547.8393,3899999.972,2327232.145,3235679.734,633755.9088,618010.476,512105.2019,376323.2528,382373.9299,453415.791,197343.1706
FALSE,,,C21 H30 N7 O18 P3,Full match,No results,No results,No results,-0.1,761.08594,1.295,20196921.26,0,0,,,DDA for preferred ion,11339269.95,4544688.53,4651463.173,4473782.919,4769668.06,7521335.519,4482444.583,2490552.931,7913.484389,10779330.2,12320173.25,11728169.73,10284806.44,13620904.7,13993666.88,12652330.26,10287668.41,11823927.88,11986914.2,20196921.26,16012844.75,7502.010304
FALSE,,,C3 H7 Cl O12 P2 S2,Full match,No results,No results,No results,-3.02,395.85307,0.7,20152664.61,0,0,,,DDA for preferred ion,1655279.048,1876857.616,1974012.898,1779802.087,1859719.567,1895882.175,1838825.791,1667798.863,20152664.61,3572974.127,3006452.534,2889694.261,1208135.958,3237787.417,1478367.935,3735487.208,1049780.329,1088405.489,1705040.193,4037648.148,999755.2703,10574994.13
FALSE,,,C29 H43 N3 O6,Full match,No results,No results,No match,2.95,529.31675,7.18,20144000.75,2,0,,,DDA for preferred ion,19448299.46,12093760.14,19061288.28,17070913.52,20144000.75,17688801.96,11499461.45,16024668.35,46989.21159,849261.6518,2311920.65,964519.3961,2245311.057,2133994.828,2326198.876,1421712.892,1869467.621,1218904.532,677843.4033,3649878.015,1324680.394,52712.95176
FALSE,,,,No results,No results,No results,No results,,809.40686,0.589,20110847.53,0,0,,,No MS2,114400.6829,140175.3096,120336.6408,132879.7915,138160.1521,129714.6428,127129.7175,129656.8151,5569888.754,11923025.83,6503434.471,16185254.79,8396672.345,10963447.73,5394462.638,13402452.6,14020349.22,20110847.53,12592357.54,10871505.58,10102344.46,2024824.327
FALSE,,,C5 H Br Cl O10 P3 S5,Full match,No results,No results,No results,-4.56,587.62312,0.576,20109411.37,0,0,,,No MS2,181289.6321,148861.9906,162588.2739,165819.3907,190114.0121,159751.8589,159900.5066,164433.9189,20109411.37,4762330.338,3332672.869,8269748.377,2128769.918,6117761.219,2199813.893,8384822.665,2932197.286,5547789.42,3700836.931,5745255.24,6678820.039,12980096.51
FALSE,,,,No results,No results,No results,No results,,174.93278,12.393,19983802.34,0,0,,,DDA for preferred ion,14742478.77,14959258.83,15891320.74,14467442.73,12509170.36,15687839.51,16464698.08,15560108.3,16378064.18,13069346.01,13985619.17,18408971.09,15589577.44,15776549.8,16381105.27,13150014.95,17526997.97,14269435.12,15605605.43,13718862.19,15972857.4,19983802.34
FALSE,,,C10 H8 N8 O2,Full match,No results,No results,No match,1.82,272.07752,2.621,19955925.7,1,0,,,DDA for preferred ion,6562106.198,8684638.424,8319103.777,6445688.558,7357411.355,6741979.679,6477000.245,9050654.245,12605.11423,13351533.79,19283984,14869725.48,19353311.75,15611159.54,19955925.7,16196093.29,17882005.47,14746834.06,18956911.89,15692912.14,17843257.28,13214.35601
FALSE,,,C3 H2 Cl O7 P S2,Full match,No results,No results,No results,-4.45,279.86556,0.632,19954794.98,0,0,,,DDA for preferred ion,637029.8883,677709.7227,709027.6015,695640.0108,696173.4784,697216.2775,704041.8959,657365.186,19954794.98,1052100.214,637526.8634,444861.0425,474243.3723,2228104.342,528414.1941,1021093.316,491394.1206,478749.9889,629844.0641,1593241.039,1408181.752,9648247.316
FALSE,,,,No results,No results,No results,No results,,459.6585,0.595,19943985.92,0,0,,,No MS2,123035.5953,150755.6793,129419.5967,142909.4988,148588.4187,139505.4461,136725.4118,139443.2536,8855849.209,16032577.97,13290255.46,18571648.74,16994809.73,16083128.05,11854063.48,17275639.33,18152303.93,19943985.92,17263420.46,14025819.13,16834554.35,5384369.838
FALSE,,,C16 H20 N8 O5 S,Full match,No results,No results,No results,-2.84,436.1265,0.689,19857120.72,0,0,,,DDA for preferred ion,1002020.506,1015867.85,1068454.113,963335.5798,1006591.711,1026165.082,995282.7463,902712.7207,125151.3656,6396079.698,12972875.46,14875128.43,16651211.42,8478766.633,8861501.344,13473989.17,16780617.07,19857120.72,15743236.23,19368122.99,14202805.91,115301.0105
FALSE,,,C20 H27 N8 O14 P,Full match,No results,No results,No results,-0.04,634.13841,1.813,19823062.59,0,0,,,DDA for preferred ion,14569627.23,11190417.49,15998484.15,17536040.02,7707736.011,19823062.59,8327953.375,10984404.49,11417.35064,85420.81339,240490.855,36361.07864,88515.36869,46479.32178,93649.4603,66755.28255,73050.60465,44541.39907,51612.32069,42009.39433,51166.32668,10665.04184
FALSE,,,,No results,No results,No results,No results,,206.84637,12.288,19777772.84,0,0,,,DDA for preferred ion,18236908.9,17896390.14,19570459.58,17483030.48,18443615.88,16044226.89,17821367.36,18044823.49,16281839.46,18332660.02,18674590.51,19508948.43,18859083.22,19390711.6,19628998.84,16295983.39,17882075.73,19143115.09,19270840,15030982.33,19777772.84,17557151.77
FALSE,,,C2 H6 Br Cl3 N2 P2 S,Full match,No results,No results,No results,3.38,335.79872,0.584,19715817.9,0,0,,,No MS2,97344.39875,84184.17956,92218.57875,94051.23858,94447.66559,90609.79013,90694.10173,86074.71329,5312809.168,10760322.77,8904448.05,15975911.87,10050875.1,15312583.67,8020554.104,19117972.51,13199566.27,19715817.9,14148049.81,13993822,15168149.24,3857380.913
FALSE,,N1-[4-(3-pyrazin-2-yl-4.5-dihydro-1H-1.2.4-triazol-5-yl)phenyl]acetamide,C14 H14 N6 O,No match,Invalid mass,No results,No results,-12.95,282.11926,2.675,19654418.06,0,1,78,32.2,DDA for preferred ion,389210.5909,466642.9082,411806.7777,473393.0502,339746.3609,576214.8957,374204.968,324814.3667,19150.26678,3066873.744,16960646,14134433.65,11244981.94,8625037.552,7769219.308,16670945.96,19654418.06,17400026.21,17293632.32,8106345.636,10979905.9,12014.9564
FALSE,,(2R)-1-[(Hydroxy{[(1s.3R)-2.3.4.5.6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(stearoyloxy)-2-propanyl (4Z.7Z.10Z.13Z.16Z)-4.7.10.13.16-docosapentaenoate,C49 H85 O13 P,No results,No results,No results,Full match,-0.96,912.57191,11.911,19635747.75,5,0,,,DDA for preferred ion,5515742.421,9070938.183,13132839.1,15787039.2,15171528.92,15155674.31,18105664.86,19635747.75,17389645.55,15567753.12,14925297.29,14737170.07,7304982.022,566521.7447,115427.8943,102828.9188,111367.2208,109090.4853,103560.6731,95330.32789,120493.1508,87795.79959
FALSE,,,C8 H15 N9 O13,Full match,No results,No results,No results,-4.6,445.07689,0.687,19580815.2,0,0,,,No MS2,10410030.26,13734652.91,2380311.893,2114599.001,2171201.634,1970512.296,6246544.779,2324843.618,158179.5183,13237690.75,12842466.69,16260726.26,10732550.33,9482559.97,15412921.82,14329479.52,9270207.858,15268441.82,11745323.86,14376593.43,19580815.2,151934.6904
FALSE,,,C2 H2 N6 O3,Full match,No results,No results,No results,-4.62,158.01811,1.011,19556822.25,0,0,,,DDA for preferred ion,691493.916,736120.8194,951103.0997,669822.7608,924966.6652,796928.2031,1312527.293,2851570.105,160257.7377,14249199.1,12368336.01,14223233.97,11639793.68,14334252.19,12546739.83,15074867.16,15311305.06,19556822.25,12930458.07,15023472.05,12851890.01,799217.9194
FALSE,,(2R)-1-[(Hydroxy{[(1s.3R)-2.3.4.5.6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-3-(stearoyloxy)-2-propanyl (4Z.7Z.10Z.13Z.16Z.19Z)-4.7.10.13.16.19-docosahexaenoate,C49 H83 O13 P,No results,No results,No results,Full match,-0.15,910.55699,11.911,19477705.12,4,0,,,DDA for preferred ion,10640353,14196097.12,10775872.34,9884101.948,11863003.24,15171854.59,14966354.22,18491891.34,19477705.12,17936421.43,15736308.02,14683003.68,16268962.92,11968293.28,3252721.301,106418.5461,115254.9095,112898.696,107175.845,98658.18888,124699.4141,90860.63974
FALSE,,,C6 H12 N O9 P,Full match,No results,No results,No match,-1.31,273.02461,0.736,19467339.34,1,0,,,DDA for preferred ion,8805352.6,6293648.723,5270615.41,19467339.34,9217429.925,6511502.148,3726535.395,7596429.944,138872.3381,582713.2357,707924.9212,530602.0966,737285.6683,679215.5874,548506.5858,485567.3319,660452.3994,450918.4068,545773.0519,643683.5295,589160.6687,145970.8148
FALSE,,,C16 H28 N8 O8,Full match,No results,No results,No results,1.19,460.20356,2.366,19408565.81,0,0,,,DDA for preferred ion,4706385.783,6685918.94,15003180.86,5348707.957,2934498.362,5113972.856,4927968.17,10063401.87,8797.144922,6877403.445,15611462.29,10931286.48,18506495.31,12473253.04,19408565.81,11441688.31,11784265.78,12912447.27,14744403.04,13764530.43,14649395.7,9119.318511
FALSE,,,C10 H5 Cl S,Full match,No results,No results,No results,-2.81,191.97951,0.708,19376439.56,0,0,,,DDA for preferred ion,1503796.624,1705097.487,1793361.63,1616923.97,1689527.822,1722381.019,1670546.134,1515170.691,210062.0461,16652513.58,5019775.194,17587399.5,6324637.598,18772550.81,4485744.589,18675522.38,5841857.393,10251878.45,11409487.18,19376439.56,9874021.839,217030.713
FALSE,,,C2 H2 Br3 Cl4 N6 O2 P3 S2,Full match,No results,No results,No match,-2.6,675.51802,0.583,19369765.93,4,0,,,No MS2,160098.9347,196169.4386,168406.0576,185959.6684,193349.3106,181530.1763,177912.6823,181449.2488,19369765.93,5678786.644,1691389.65,10265767.33,1567512.876,4651401.882,1738328.828,8552553.575,4708387.99,9596810.993,4714473,6029132.572,3526136.975,6093086.436
FALSE,,,C20 H49 N9 O3 P2,Full match,No results,No results,No results,-0.7,525.34299,7.241,19359539.09,0,0,,,DDA for preferred ion,2611793.466,2436094.684,3933342.393,3700281.4,2557520.43,3645036.5,3346517.771,3723241.392,85511.38873,6831673.95,15911676.92,7745757.725,19359539.09,8598396.674,11055425.99,8678290.258,17664740.4,8902339.359,10961622.64,12464799.43,12505357.19,91901.22513
