gene_id	gene_name	S6_F_DMSO_REP1	S6_F_DMSO_REP2	S6_F_DMSO_REP3	S6_F_TDO2_REP1	S6_F_TDO2_REP2	S6_F_TDO2_REP3	S6_M_DMSO_REP1	S6_M_DMSO_REP2	S6_M_DMSO_REP3	S6_M_TDO2_REP1	S6_M_TDO2_REP2	S6_M_TDO2_REP3	WT_F_DMSO_REP1	WT_F_DMSO_REP2	WT_F_DMSO_REP3	WT_F_TDO2_REP1	WT_F_TDO2_REP2	WT_F_TDO2_REP3	WT_M_DMSO_REP1	WT_M_DMSO_REP2	WT_M_DMSO_REP3	WT_M_TDO2_REP1	WT_M_TDO2_REP2	WT_M_TDO2_REP3
FBgn0039329	CG10669	421.632	403.403	508.286	520.208	530.729	505.259	2223.241	9748.748	11633.423	639.232	677.047	537.502	385.403	877.598	537.59	535.15	369.478	512.934	748.944	688.002	797.801	646.627	665.234	633.619
FBgn0039331	ND-49L	56.34	55	59	47	57.901	39	13	19	25	51	73.333	52.007	30	60.004	36.175	38	35	53	62.184	52.802	58	36	70	46.322
FBgn0039332	alrm	1000.991	990.69	1149	1398.999	925	658.018	402.443	773.007	738.804	1368.991	1428.532	982.862	1046.987	3103.001	1592.912	1148	892	1072.289	2442.022	2540.003	2080.304	1960.859	1521.876	1353.37
FBgn0039335	Vps33B	455.556	467.014	624.143	602	569.518	484.167	138.048	273.523	252.899	602	563.39	568.999	416.75	642.64	598.086	428.8	455.572	498.997	593.129	586.439	612.701	503.378	548.022	427.112
FBgn0039336	CG4553	160.384	109.089	224.057	201.048	140.348	143.202	51	58.823	91.082	192	216.169	136.316	102.258	230.915	192.114	104.052	137.097	117.063	228.348	234.056	174.659	197.146	151.872	141.012
FBgn0039337	MED28	185.996	146	235.312	198.414	225.264	181.049	45	68	53.158	250	279.064	202.001	134.005	290	179.645	157.973	141	158	238.08	240.361	262	245	250.001	199
FBgn0039338	XNP	3777.925	3596.706	5127.626	4863.241	4664.791	3656.456	1032.427	1769.662	1937.077	5076.119	5486.348	4697.06	3145.484	6445.873	3882.494	3318.739	2804.138	3140.602	5394.385	5075.827	5507.017	4651.942	5138.549	4505.287
FBgn0039339	CG5116	875.784	322.885	457.656	470.332	976.752	1038.348	178.547	273.22	138.929	595.365	966.98	572.253	277.626	1263.747	922.579	399.135	258.103	844.55	556.297	597.304	553.748	1199.061	252.507	819.615
FBgn0039341	CG5112	1040.928	1050.676	1184.615	1204.766	1296.531	854.626	296.654	622.572	678.914	1879.035	1733.869	1607.145	482.325	1943.12	443.522	450.784	378.092	418.551	884.844	814.946	760.325	706.769	470.557	663.943
FBgn0039342	CG5107	7.994	7.876	4.361	6	7.001	9	2.476	8.001	9	5	12.021	3.036	4	17.156	16.888	5	4.239	10	4.247	6.992	12	7	6	7
FBgn0039343	CG5111	11.003	7.904	11	10.002	13	13	9	17.654	5	9	31.63	14.998	11	20.184	19	20.012	11.004	9.306	18.194	26.001	15	18	8.115	8
FBgn0039344	CG4582	89.046	76.028	150.852	89	124.995	107.019	39.291	37.868	55.953	170	126.807	157	51.042	184	76.219	101.606	88.998	60.12	159.156	152	150.052	121	217.996	149
FBgn0039346	CG5079	98	117.562	166.781	160.446	168.214	125	33	55.371	57	194.72	178.002	164.396	67.688	193	70	93	74	85.035	175.023	174.411	154	142	148.989	125.838
FBgn0039347	CG5071	500.528	384.866	607.256	662.194	580.979	500.259	151.269	238.625	200.055	763.035	764.401	642.987	269.346	780.406	382.489	426.004	336.113	455.206	689.951	739.553	667.076	557.081	678.989	639.109
FBgn0039348	Npl4	1809.756	1743.705	2399.322	2073.434	2117.769	1544.992	525.18	939.644	876.805	2211.636	2289.245	2063.916	1612	2543.937	1993.091	1732.019	1829.374	1790.304	2896.605	2566.844	2349.408	2616.63	3210.271	2160.967
FBgn0039349	Ssadh	2472.517	2216.892	3065.119	2961.779	2913.968	2027.981	728	1179.817	1154.183	3623.745	3728.125	3295.027	2221.996	5099.195	2966.175	2487.991	1475.572	2625.884	4339.063	3760.721	3965.603	3785.613	3777.731	3134.999
FBgn0039350	jigr1	760.587	716.038	1010.167	1027.956	905.545	666.007	900.173	861.191	679.498	1116.701	1198.155	952.536	689.602	1655.219	925.605	754.613	730.96	732	1346.739	1254.508	1282.749	1210.982	924.131	1102.061
FBgn0039354	Lgr3	64.228	98.974	97.216	101.379	101.374	91.417	36.444	39.606	44.916	127.515	189.725	113.222	69.32	177.015	87.64	111.015	88.762	87.517	108.702	157.075	150.853	106.934	121.996	106.272
FBgn0039355	CG4730	52.742	40.651	59.435	55.025	66.378	39.688	28	42.022	26.062	64.77	75.345	75.14	47.759	118.619	56.296	53	54.573	57	112.346	102.191	88.998	71.477	72.452	63.366
FBgn0039356	CG5039	50.609	53.625	75.034	94.789	96.09	52.947	8.135	37.649	21.239	81.606	91.538	73.434	50.249	107.36	69.865	88.012	35.701	101.933	101.038	90.109	96.725	64.531	86.677	63.46
FBgn0039357	CG4743	151.278	142.447	182.966	172.18	145.02	137.053	42.853	74.348	71.74	155.391	225.178	167.567	131.751	264.646	213.135	181.988	141.299	183.067	231.962	203.891	243.27	227.468	249.417	201.539
FBgn0039358	Idh3g	5830.901	4691.638	6873.021	5741.977	6035.6	4692.063	997.987	1476.97	1532.551	5872.253	5819.222	6033.967	4151.923	7262.835	5553.339	5512.107	3520.965	5147.709	7007.992	6873.403	6525.267	6231.577	6067.09	5628.919
FBgn0039359	RpL27	27531.005	19172.116	27140.446	28918.549	25607.997	18078.811	3009.555	4449.92	4123.737	13194.24	12627.949	13920.031	36512.188	16637.972	36465.995	34337.997	15116.661	33255.045	19941.575	18773.249	16681.386	14499.05	13989	12828.912
FBgn0039360	CLS	340	318.126	386.467	434	323.397	350	93.123	100.001	121.438	387.558	351.387	389.903	271.844	455.937	416.922	338.795	276.856	390.747	399.369	448.136	405.999	374.611	273.981	299.999
FBgn0039366	CG17198	333.876	405.63	446.185	345.871	354.509	259.664	315.227	271.001	313.571	385.646	568.035	390.021	332.076	413.556	454.402	397.771	309.86	270.924	536.444	633.998	422.159	366.399	221.333	306.105
FBgn0039367	CG17197	5.308	0	5.29	3.341	0	1.508	13.342	0	1.668	12.001	0	3.59	3.379	0	0	10.9	0	7.07	13.45	13.382	0	14.042	5.411	1.547
FBgn0039368	CG17196	5.001	5.997	9.991	3.211	3.004	12	5.382	7	4.929	3.306	11.043	8.546	1	8.713	9	3.003	8	3.031	7.58	10	5.358	5.454	4.012	3.976
FBgn0039369	CG17195	2	3	1.004	5	4.002	3	3	2	3	3	6	8.056	5	1	6	3.965	1	7	4	11.367	6	3	4	3.075
FBgn0039370	CG4956	6	3.776	7	5.006	8	1	6	6	8	1	12.001	6	7.984	11.005	6	4.997	13	4.999	10.95	9.101	4	4.005	2	4.058
FBgn0039371	CG4960	17	10.959	11	10	12	3.001	3	6	6	3	10	5	5	9.959	4.99	8	3	0	5	9.471	3.001	3.998	5	2.028
FBgn0039373	CG5024	5	2	1	24.013	13	18	88707.502	33872.964	22768.186	530.101	13.078	212	52.94	37.526	5	3	149.601	51.679	3.006	6	592.837	475.879	435.163	444.024
FBgn0039374	CG17770	0	1.326	4.419	0	8.594	0	0	0	0	0	0	0	4.528	0	0	12.575	1.423	0	0	0	0	6.011	0	4.659
FBgn0039376	CG14354	10	13	11	13.905	12.363	4.001	5	9.008	12.03	8.59	11.601	6.6	9	7.205	13	7.015	13.649	5	22.068	16	9.999	12.027	8	22.963
FBgn0039378	alpha4GT2	2.916	7.977	13.548	8	17.12	4.019	14.861	5.741	2.06	12.001	18.762	18.031	7.008	14.012	9.99	13	448.524	10	16	15.758	12.051	17	17.004	4
FBgn0039379	CG5886	292.962	286.626	338.667	385.968	387.165	287.907	91.527	117.103	125.741	437.531	441.88	375.154	238.923	515.483	336	270.956	226.654	325.544	407.21	410.346	424.373	375.991	240.035	285.673
FBgn0039380	CG5890	982.002	905.354	1193	1255.001	1336.312	1121.28	300.583	594.928	523.188	1946.762	2055.124	1772.603	646.52	1864.642	825.731	932.274	1074.405	771.772	1760.637	2010.505	2085.086	1393.699	1426.203	1680.791
FBgn0039381	SppL	1122.759	1058.489	1419.032	1502.497	1465.569	1157.41	370.475	692.722	586.044	1602.924	1703.804	1619.158	986.587	2054.583	1258.991	1229.819	780.029	1210.908	1557.631	1514.032	1575.455	1439.116	1216.398	1272.273
FBgn0039385	CG5913	639	659.747	798.74	744.833	756.515	489.558	239.139	281.057	283	797.078	786.4	726.457	514.897	886.438	609	546.114	501.003	482.389	898.285	837	761.65	721.833	522.4	574.885
FBgn0039386	CG5948	27.072	27	26.007	50.429	26	25.029	15	16	13.235	35	35.908	63	30.065	59	53.987	36.007	25	24.025	79.943	65.262	63.999	100	46.006	49.307
FBgn0039387	Mco3	8	7.001	12.251	9	12.004	11.357	11.201	13.2	12.915	19.383	27.738	16.001	11.462	18.995	15.995	16.208	7	12	23.039	25.016	20.027	19.008	12.001	9.086
FBgn0039395	CG14546	7	32	10	7	6.256	13	6	19.113	10.999	5.015	16.998	13	2	9	12	6	5	10.995	8.241	6	7	10.009	2.084	6.013
FBgn0039396	CCAP-R	45.965	53.104	71.122	62.001	78.997	86.711	46	52.003	33.018	78.12	135.885	104.002	51.24	117.017	78.005	80.003	929.329	55.325	110.534	98.71	97.256	114.277	79.004	108.687
FBgn0039398	CG14540	27.033	32.032	27.998	26.106	30.488	20.994	24	17	29.764	23.277	53.88	26.247	28.732	53.168	31.028	18.239	26.83	21.992	53.199	56.233	28.004	26.037	19.079	17.392
FBgn0039402	Vps2	704.019	858.037	922.704	1025	852.313	574.993	159.017	334	279	887.837	947.975	770.1	713.988	1008.653	817.042	723	578.342	784.135	876.369	901.993	873.002	884.273	606	642
FBgn0039403	Sld5	61.417	48.875	56.486	52.165	48.143	51.186	27	39.093	23.905	53.389	88.055	48.772	34.131	54.22	52.047	47	39.97	33.316	140.893	159.216	102.383	55.662	44.226	47.203
FBgn0039404	CG14543	158	100	126	149.84	140.967	93.995	32	37.054	55	125	120.74	112	83.994	180.009	150	116.525	99	121.001	139.039	175.364	146.013	126	102	97
FBgn0039405	PIG-P	246	0	0	0	0	188.56	0	99.219	0	0	0	312.056	178.982	380.07	0	0	0	0	0	0	0	0	331	256.885
FBgn0039406	RpL34a	2365	1870	2263	2833	2525.999	1854.992	476	640.181	620.949	1987.367	1960.985	1989.376	3044.854	2257.21	3204.229	2981	1630	2787	2347.376	2088.999	2016.322	1846.987	1844.169	1727
FBgn0039407	CG14544	34	26	22.947	41.011	28	44.41	1.708	15.167	12	25.637	42.363	20	19	37.024	52.144	27.455	17.655	58.945	50.032	48.067	59.011	31	29	25.129
FBgn0039408	CG14551	7	1.755	9.01	1	5.001	6.234	9.179	5	8	3	23.519	6	3	2.004	6.061	7.003	4.048	3	14.501	11.952	13.004	3.92	8	10.244
FBgn0039411	dysf	76.966	54.241	117.866	86.992	119.014	60.711	41.482	64.187	48.001	131	208.709	199.297	71	110.031	70.412	97.17	105.176	109.049	189.091	171.281	141.541	128.688	182.583	134.917
FBgn0039413	CG14556	60	97	89	102	70.858	83.01	15.016	33	32.06	67	88.999	56.761	34.689	139.378	56	48.097	95	73.021	155	134	76.389	129	34.975	156
FBgn0039415	CG6142	83.322	60.528	84.051	83.976	85.639	73.659	23.324	41.001	47.145	67.446	117.079	67.019	56.179	117.026	61.206	71	36.724	37.045	94.74	94.184	57.643	71	57.202	58
FBgn0039417	CG6073	175.608	170.368	173.84	173.506	181.862	165.243	90.962	97.425	81.474	207.56	189.329	189.105	150.04	231.093	264.11	200.421	168.591	224.554	252.344	284.035	270.756	196.884	146.766	167.669
FBgn0039419	CG12290	1374.089	1437.264	2023.871	2148.95	2038.054	1266.725	349.606	1117.43	1069.434	1997.539	1641.054	2190.996	1640.984	3235.676	1520.467	1766.518	836.077	2349	1655.821	2628.148	1842.093	1621.783	2243.954	1724.838
FBgn0039420	CG6154	608.002	539.01	843.78	792.63	768.788	709.01	222.35	334.919	360.575	1078.379	1276.439	1065.991	489.369	1610.005	682.632	668.784	502.808	621.378	1301.114	1295.294	1545.998	1030.783	1119.618	1137.013
FBgn0039421	Nil	17.001	49.006	55.231	35	41.001	41.001	9	27.037	36.519	63.736	40	80.379	8.003	62.171	18	20.167	23.013	21	41.828	75.999	53	55.456	22.326	44
FBgn0039424	ppk15	7.439	18.115	12.021	11.024	17.178	18.06	7.659	9	3.006	11.317	14.418	16.279	10.086	9.035	9	7.309	13	9.004	19.073	23.636	12.955	14.958	14	4
FBgn0039425	Ald2	12.038	14.935	16.003	7.991	7.748	13	8.036	8.011	20.293	17	24.05	9	9.11	13	17	19.124	13	11	34.341	17.385	8.002	10.815	12	9.061
FBgn0039427	CG5447	632.503	561.318	751.4	760.078	702.47	581.219	142.448	212.005	202.009	771.646	788.412	720.971	400.228	875.439	545.409	509.834	549.909	544.042	702.216	789.146	730.407	671.908	630.189	594.048
FBgn0039428	CG14237	1	6	0	0	2.017	5.997	1	2	2.021	3	4.706	6	3	3	2.005	4	1	6	5.948	3	7	4	2	2
FBgn0039429	CG14238	28.029	13.013	18.669	23.037	31.819	33.006	7.009	13.343	6.977	13	32.736	23.032	25.954	50.048	22	32.037	29.05	23.621	60.993	45.506	53.076	40.175	40.757	35.023
FBgn0039430	CG5455	7118.87	7414.463	8951.855	8840.907	8796.46	6098.25	1899.01	3164.821	3106.755	9795.007	9949.183	9057.938	5333.934	14306.536	6258.521	5970.002	3604.902	5816.437	9652.358	9302.232	9106.889	9046.205	8143.447	7658.459
FBgn0039431	plum	1015.349	1040.562	1414.119	1480.297	1428.513	1274.121	361.467	552.841	545.055	1773.492	1998.974	1751.397	744.866	2128.177	915.65	1207.823	920.065	964.286	1886.571	1991.364	2216.917	1592.617	1748.039	1907.72
FBgn0039434	TwdlM	4	5.19	5.798	4.116	8.712	5.375	2.076	9.604	4.444	7	32.243	2.143	4.25	12.806	8.152	8.753	2.004	4.253	14.52	10.316	3.931	4.182	7.352	4.56
FBgn0039435	TwdlP	8.036	6.122	4.128	2	1.024	3	3.003	6.115	3	5.243	4.04	4.002	4	2.091	2.001	1	2	4	4.023	1	3	5	4.153	1
FBgn0039436	TwdlB	12.369	23.788	13.175	11.042	14.993	15.109	19.673	11.339	9.62	12.954	29.256	15.272	17.03	16.925	16.588	13.11	10	12.406	38.532	33.282	12.731	17.674	6.2	9.856
FBgn0039437	TwdlL	2.631	1.771	5.687	2.208	3.059	0	3.242	4.538	0	1.072	1.469	0	0	0	1.203	2.153	0	1.096	6.592	1.46	3.646	1.082	1.298	3.108
FBgn0039438	TwdlO	4	7.07	10	1	3.219	9.08	2.042	9	5	4.061	26.661	2.992	2	3.108	2	3.051	6.058	3	9.727	13.451	3.333	7.723	5	4.099
FBgn0039439	TwdlK	2.536	10.233	6.815	9	10.313	2.912	6.804	6.65	6.166	3.021	16.314	3.808	4.724	9.69	4.251	12.287	6.802	10.368	7.742	4.535	2.368	5.554	8.797	4.946
FBgn0039440	TwdlJ	2.464	8.111	7.904	2.884	4.939	2.269	1.2	6.765	3.577	3.24	34.447	11.156	11.661	4.074	8.057	3.945	2.198	4.588	10.736	14.609	5.173	9.242	2.885	1.121
FBgn0039441	TwdlN	1	8.561	8.26	5	5.519	5.341	8.292	6.746	6.372	5	25.26	7.156	5.356	13.022	7.599	8.149	8.639	9	13.7	11.688	5.231	9.087	8.43	8.394
FBgn0039443	TwdlS	2	3	3	4	0	13.436	3.05	2.005	2.009	1	3	4	3	1	5	2	3.995	2	3.225	5.704	1	1	2.212	3
FBgn0039444	TwdlD	9.921	9.008	12	4.141	3.482	10	1.065	8.994	3.013	9	10.171	6.45	8.934	5.106	10.026	10	12.995	9.856	14.491	20.178	7.512	6.623	8	6.001
FBgn0039448	TwdlQ	7.005	8	3.996	5.001	5.121	10	5.072	6.838	5.312	13.181	17.741	6.361	6.994	5.004	8.049	6	5	5.005	9.327	9.029	7.03	5.333	7.001	1
FBgn0039449	CG6425	32.006	17.996	39.981	27.116	26	24.105	22.833	28.179	19.028	29	59.629	49.57	20.303	63.693	48.341	39.065	26.771	38	58	81.537	74.449	46.422	57.032	36.316
FBgn0039451	CG6420	2625.334	2328.377	3447.935	3123.062	3039.714	2336.985	766.537	1207.313	1215.834	3627.27	3869.461	3151.9	1965.803	4112.208	2201.711	2057.144	1692.001	1935.178	3222.046	3121.745	2870.368	2998.145	4293.486	3032.267
FBgn0039452	CG14245	5.001	5	5.135	4.946	5.239	9.679	3.174	5.063	4.029	5.026	14	4.022	7.039	9	4.992	12.426	6	12	14.501	16.096	8.256	5.98	2.782	1.314
FBgn0039453	CG6403	3	4.335	10.066	5	4	6	2	4	3.529	4	14.825	8.98	7	12	12	7	12	6	18	17.872	6	8	9	8
FBgn0039454	CG14247	8.031	7.322	12.008	6	8.991	5.939	3	9.017	8	11.998	25.02	15.023	3	15.001	13.001	8.033	7	15.025	32.18	29.267	24.076	13.017	15	23.428
FBgn0039459	IntS12	104.135	113.36	110	134.136	116.95	80.995	16	41.957	32	111.822	136.387	91.662	108	159	126.009	101	83	110	157.655	160	154	127	148.999	87
FBgn0039461	CG5500	346.497	273.638	386	350.034	370.98	305.866	96.82	168.134	149.016	365.936	395.204	431.709	289.451	627	470.826	341.191	292.926	348.037	538.505	490.363	525.818	458.006	420.467	407.279
FBgn0039462	CG14252	91.058	107.86	129.156	130	111	100.424	35.002	48	45	177.838	195	130.016	68	217	95.183	82.1	53.893	103	154.472	190.266	159.012	173	103	149.976
FBgn0039463	Spag1	12	15.285	15.039	15	19	8.059	14.085	16.873	10.001	19.301	39.186	15.619	8.13	18	23.26	14.994	10.842	9.98	21	30	21.996	21	18	18
FBgn0039464	CG6330	2144.747	1831.62	1974.964	2792.26	2167.062	1469.808	810.998	1356	972.172	4167.473	2872.831	2925.402	2906	2788.88	3793	2832.987	1860	2550	3873.844	4995.591	3824.981	3333.739	3964.561	3010.884
FBgn0039465	Tsp97E	2589.024	2231.028	3127.92	3007	3124.028	2491.002	667.991	944.139	894.592	3691.166	3613.484	3566.086	2429.589	4800.168	3428.267	2823.884	2024.653	2672.001	3993.516	4486.622	4253.536	3573.024	3478.489	3390.934
FBgn0039466	CG5521	3949.019	3940.494	5642.38	4971.023	4902.394	3885.19	1258.727	2478.781	2405.069	5688.526	6114.426	5267.945	3427.55	6624.446	3980.84	4016.332	3421.006	3181.151	6285.233	5796.071	6348.786	5452.882	6143.994	5277.325
FBgn0039467	CG14253	352.942	222.646	456.916	319.014	450	363.165	106.362	166.04	92.961	544.703	354.91	304.032	166.423	546.22	271.36	350.511	250.853	235.064	306.019	333.678	373.815	455.554	268.915	405.5
FBgn0039469	TwdlC	41.214	184.588	53.405	29.446	149.216	319.095	13.316	66.507	24.684	54.727	174.115	81.807	35.108	159.693	157.27	137.407	31.163	47.464	86.863	109.485	74.561	119.246	17.468	12.607
FBgn0039470	CG6296	32.168	20.911	28.023	19.008	19.034	29.944	15.907	11	24	18.021	52.996	23.854	8.014	27.876	28.957	29.859	15.396	10.999	31.267	34	25.001	23.85	11.011	16
FBgn0039471	CG6295	6	13.906	10.393	9.012	13.999	14.564	7.109	20.707	37.008	23.321	26.518	15.806	9.512	15.642	13.012	16.615	6.583	6	19.579	11.024	13.494	13.882	18.155	9
FBgn0039472	CG17192	8	6.343	11.458	5	9.482	4	5.545	7.245	2	11.679	15	8.532	9.595	8	8	15.086	6	7	25.852	16.664	11	7.999	10.33	8.19
FBgn0039473	CG17191	26.386	29.898	31.199	30.353	20.359	29.851	29.619	25.964	24	27	52.303	39.739	29.394	37.067	34.618	32.133	45.643	25.052	48.038	48.88	33.225	27.996	21.354	34.81
FBgn0039474	CG6283	4.81	15.653	11.152	4.401	11.084	7	24.976	13	12.136	9.078	13.51	8.089	13.48	9.377	7.595	5.471	6.612	4.999	16.59	21	5.151	4	11.559	5.018
FBgn0039475	CG6277	2	8.134	15.782	8.307	4.001	8.245	2.354	8.297	4.695	2.931	15.087	8.058	6.95	8.874	10.298	3.317	4.82	13.646	14.249	7.517	5.765	5.646	11.407	10.896
FBgn0039476	CG6271	4	3	5.799	1.4	11	4.342	3.846	3.983	7.017	2.019	15.978	8.108	5.985	8.476	5.703	3.087	5	2.885	9.184	10.173	8.331	14.653	2.443	13.103
FBgn0039478	Nep5	74.618	53.002	70.122	50	105.004	61.982	234.89	199.048	147.104	75.241	109.076	94.553	38.412	95.38	57.326	64.574	50.472	28	79.024	90.745	60.001	67.957	77.651	50.453
FBgn0039479	CG14257	115.189	120.526	129.012	141.487	141.801	107.113	53.224	61.229	44.091	134.39	216.605	118.762	95.382	165.842	101.561	105.825	118.763	85.474	148.114	133.259	146.234	114.107	91.841	95.232
FBgn0039480	Cpr97Ea	20.117	29.091	27.233	11.999	17.018	21.501	12.018	15	5	18.035	28.474	9	7.841	21.861	18.986	25.879	12.75	15.507	26.391	31.276	15	17.001	23.981	14.568
FBgn0039481	Cpr97Eb	85.874	62.942	89.99	95.998	71.977	48.457	24.16	17.073	14.449	113.999	76.38	53.796	63.721	204.159	102.645	78.804	85	67.218	130.873	110.621	164.936	162	184	106.466
FBgn0039482	CG14258	16	20.007	9	17.184	6.883	15.794	6978.537	5443.725	3195.954	63.887	10.904	32.522	10	11	5	1.968	9.462	14.191	6	12	52.449	67.873	58.694	56.033
FBgn0039483	CG14259	641	507.657	658.792	710.001	607	492.003	121.911	162.519	169.006	931.679	730	782.586	414.908	1593.444	689.109	492.002	272.994	386	673	679	667	879.354	495	538
FBgn0039485	CG17189	574.01	501.815	526	443.999	425.33	124.005	69.602	90.764	59	503	449.045	363.982	248	895.004	381	338.538	93	245	674.054	591.325	450.01	480	686.974	617
FBgn0039486	CAH9	52.074	74.214	69	56	69	50.949	21	31	43	44.828	89.08	76.724	85	148.01	109	114.734	37.057	60.549	74.835	46.752	51.66	84	59	31.064
FBgn0039487	gb	734.121	1696.522	1882.347	1199.883	1197.441	928.885	367.309	597.11	498.805	1015.596	1314.039	921.653	294.279	648.878	335.557	390.513	274.848	394.982	642.829	582.09	588.957	555.214	544.505	561.147
FBgn0039488	CG6066	178.993	173.042	197.721	242.185	225.65	200.839	55.999	67	77.066	259	257.776	190.043	135.024	344.138	176.009	175.016	149.82	188	262.695	292.717	287.471	237	137	224
FBgn0039489	CG5880	179.51	138.068	208	187.162	174	143.208	39.487	92.555	78.003	195.37	242.545	233.167	149.422	236.639	220.264	163	125.837	187.042	214.004	202.464	203.261	191.115	228.233	182
FBgn0039490	CG5882	62.824	337.206	96.492	37.234	66.055	81.755	14.867	90.007	20.349	36.1	88.979	21.742	19.056	33.938	39.041	28.707	23.554	33.015	49.572	44.347	44.032	22.248	28.357	26.904
FBgn0039491	CG6059	60.001	44.405	64.545	50.989	57.48	31	74.788	54.221	39.907	63.014	92.566	49.003	36.896	60.913	39.998	50.991	28.406	47.025	77.098	80.545	42.693	48.936	36.279	44.999
FBgn0039492	CG6051	3717.295	3367.431	4617.638	4565.265	4319.966	2995.862	846.586	1574.789	1539.262	4243.002	4442.634	4312.496	3096.009	5582.312	3812.22	3947.716	2786.81	2761.297	5354.867	4476.653	4639.534	4346.348	5127.31	3984.416
FBgn0039494	grass	548.415	437.905	478.445	545	492	316.994	150.014	353.779	342	554.998	542.177	599.818	431.136	1139.999	566.858	405.774	265.001	423	579.98	844.43	697.465	533	819	479.031
FBgn0039495	CG5909	278	189.788	272.018	266.001	359.731	187.719	191.05	249.001	123.641	397.248	372.867	494.239	246.021	725.98	486.003	405.902	136.963	251.055	559.98	558.007	625.773	466	569.976	445.016
FBgn0039498	CG17991	53.667	64.209	55.031	140.916	313.805	859.816	12.537	66.063	21.36	213.737	655.877	226.23	169.128	540.747	473.607	290.36	137.006	92.449	176.713	392.99	191.994	338.539	141.933	52.64
FBgn0039500	CG5984	64.951	52.207	93.349	86	70.068	52.011	122.269	53.157	55.116	86	90.099	53.3	37	54.001	62.112	54.723	29	46.016	38.195	81.014	79	62.998	58	37.912
FBgn0039501	TTLL6B	86	79	122.133	82.028	106	43	35	65.808	34.267	67.517	111.459	117.131	75.38	88	80.152	112.472	48.013	69.683	89.729	87.15	70.602	90.623	138	91
FBgn0039503	CG14262	10.001	15	12.08	27.73	11	7	33636.252	16320.276	9988.047	224.002	20.44	80.376	35.194	29.194	9.004	13	66.816	23.264	19	16	202.51	213.467	156.069	190.868
FBgn0039504	CG14260	10.011	11.445	9.876	10	4.001	0	6.383	3.01	3	1.008	23.013	4.802	7.765	9.328	6.97	6.071	7.439	4	7.03	10.026	10.091	4.011	4.515	4
FBgn0039505	CG5934	264	288	344.556	326	316.433	238.165	93	153	127	421.002	469.056	432.496	212	540.583	296.025	236.885	228	270.718	437.187	428.998	490	438.638	443	346.685
FBgn0039507	mrt	2025.347	1764.918	2301.016	2367.488	2268.981	1610.11	621.956	1311.458	1248.683	2201.413	2257.172	2225.442	2424.725	3021.162	2512.921	2506.635	1939.052	1858.052	3145.99	2680.231	2730.544	2711.768	3334.653	2481.304
FBgn0039508	CG3368	1373.472	1359.569	1836.787	1711.56	1619.842	1256	726.655	1682.621	1410.583	1987.967	1997.09	1532.906	937.976	2077.193	1294.432	1052	1233.843	1036.089	1903.697	1634.184	1760.042	1570.775	1827.522	1392.211
FBgn0039509	bigmax	708	605.465	846.029	1120	840.077	560	140	203.998	215.987	451.37	555.342	451.996	1201.188	738.998	1208.447	1024.295	768.154	886.701	564.399	496.591	564.313	619.332	559.999	382
FBgn0039510	CG3339	6472.136	46201.542	16792.728	3647.921	25393.527	79044.14	18455.234	46882.556	8345.888	10212.107	38160.288	12243.313	5290.509	39941.819	32325.326	30577.288	13069.929	7463.7	14542.234	19497.721	12788.935	28677.047	15159.192	1535.471
FBgn0039511	CG3330	6.025	13.002	12.003	8	11.981	9.008	7.251	5.977	6	8.954	16	14.844	9.899	13	12.991	16.033	4.933	8.037	25.02	25.006	18.023	11	12	13
FBgn0039518	CG13978	26.999	14.009	61.337	20.875	39.191	74.855	10.085	33.273	20.998	17.007	37.249	14.6	19.41	296.791	24.367	50.149	269.925	50.439	27.065	29.35	12.009	83.801	31.981	22.22
FBgn0039519	Cyp6a18	28.783	46.011	37.526	33.136	35.442	25	350.018	202.493	174.257	44.117	56.794	37.863	33.009	29.938	43.017	32.003	29.258	36.916	55.658	41.108	45.524	35.187	47.524	31.047
FBgn0039520	Gr98a	8.288	11	8	11.023	21.77	59.769	11.847	12.054	7.015	14.331	38.007	15.355	16.129	27.13	33.041	17.248	20.174	12.054	21.087	18.249	17.178	24.323	9	6
FBgn0039521	CG5402	1	1	0	4	2	2	0	1	4	2	4	1	1	3	3.999	3.004	1	0	2	4.938	8	4	2	6
FBgn0039522	CG13972	14.403	7.046	18.127	5.001	8.79	10	11.045	7	14.041	12.175	48.629	9.245	16.002	16	16	12	9.593	12.038	19.405	20.465	18.458	9.133	9.275	8
FBgn0039523	CG12885	44.075	56.018	47.69	50	65.031	60.996	19.023	34.114	22	93.921	165.128	66.02	79.143	157.037	109.139	115.011	90.125	84.388	182.136	232.052	195.122	149.847	215.175	177.051
FBgn0039525	CG5646	659	670.005	859.016	848.42	698.96	501.001	171.96	293.595	348	857.744	822.929	718.379	872.905	1681.958	956.64	794.912	778.977	815.989	1174.328	1152.008	1149.875	1007	871	933.889
FBgn0039527	CG5639	474.975	329.707	576.579	736.824	486.292	436.984	155.309	198.953	183.897	621.432	659.841	469.825	375.841	1045.864	432.218	414.975	543.953	380.904	698.589	649.821	591.091	484.664	639.311	442.593
FBgn0039528	dsd	3724.095	3646.917	4994.487	4666.849	4488.867	3437.053	1317.818	2322.515	2170.993	5704.451	5911.748	5203.752	2327.901	4951.887	2469.759	2741.759	2201.033	2621.607	3974.518	4387.27	4556.857	3361.993	4934.284	3721.883
